GAME,IDX,SPECIES,FORM,GENDER,TAG
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",249,Lugia,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",250,Ho-Oh,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",251,Celebi,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",252,Treecko,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",253,Grovyle,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",254,Sceptile,,,
HOME,254,Sceptile,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",255,Torchic,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",256,Combusken,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",257,Blaziken,,,
HOME,257,Blaziken,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",258,Mudkip,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",259,Marshtomp,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",260,Swampert,,,
HOME,260,Swampert,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",261,Poochyena,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",262,Mightyena,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",263,Zigzagoon,,,
"SWORD,SHIELD,HOME",263,Zigzagoon,Galarian,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",264,Linoone,,,
"SWORD,SHIELD,HOME",264,Linoone,Galarian,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",265,Wurmple,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",266,Silcoon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",267,Beautifly,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",268,Cascoon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",269,Dustox,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",270,Lotad,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",271,Lombre,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",272,Ludicolo,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",273,Seedot,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",274,Nuzleaf,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",275,Shiftry,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",276,Taillow,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",277,Swellow,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",278,Wingull,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",279,Pelipper,,,
ALL,280,Ralts,,,
ALL,281,Kirlia,,,
ALL,282,Gardevoir,,,
HOME,282,Gardevoir,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",283,Surskit,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",284,Masquerain,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",285,Shroomish,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",286,Breloom,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",287,Slakoth,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",288,Vigoroth,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",289,Slaking,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",290,Nincada,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",291,Ninjask,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",292,Shedinja,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",293,Whismur,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",294,Loudred,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",295,Exploud,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",296,Makuhita,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",297,Hariyama,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",298,Azurill,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",299,Nosepass,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",300,Skitty,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",301,Delcatty,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",302,Sableye,,,
HOME,302,Sableye,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",303,Mawile,,,
HOME,303,Mawile,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",304,Aron,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",305,Lairon,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",306,Aggron,,,
HOME,306,Aggron,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",307,Meditite,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",308,Medicham,,,
HOME,308,Medicham,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",309,Electrike,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",310,Manectric,,,
HOME,310,Manectric,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",311,Plusle,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",312,Minun,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",313,Volbeat,,MALE,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",314,Illumise,,FEMALE,
ALL,315,Roselia,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",316,Gulpin,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",317,Swalot,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",318,Carvanha,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",319,Sharpedo,,,
HOME,319,Sharpedo,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",320,Wailmer,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",321,Wailord,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",322,Numel,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",323,Camerupt,,,
HOME,323,Camerupt,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",324,Torkoal,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",325,Spoink,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",326,Grumpig,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",327,Spinda,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",328,Trapinch,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",329,Vibrava,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",330,Flygon,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",331,Cacnea,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",332,Cacturne,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",333,Swablu,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",334,Altaria,,,
HOME,334,Altaria,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",335,Zangoose,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",336,Seviper,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",337,Lunatone,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",338,Solrock,,UNKNOWN,
ALL,339,Barboach,,,
ALL,340,Whiscash,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",341,Corphish,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",342,Crawdaunt,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",343,Baltoy,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",344,Claydol,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",345,Lileep,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",346,Cradily,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",347,Anorith,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",348,Armaldo,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",349,Feebas,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",350,Milotic,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",351,Castform,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",351,Castform,Sunny,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",351,Castform,Rainy,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",351,Castform,Snowy,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",352,Kecleon,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",353,Shuppet,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",354,Banette,,,
HOME,354,Banette,Mega,,NOTRANSFER
ALL,355,Duskull,,,
ALL,356,Dusclops,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",357,Tropius,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",358,Chimecho,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",359,Absol,,,
HOME,359,Absol,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",360,Wynaut,,,
ALL,361,Snorunt,,,
ALL,362,Glalie,,,
HOME,362,Glalie,Mega,,NOTRANSFER
ALL,363,Spheal,,,
ALL,364,Sealeo,,,
ALL,365,Walrein,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",366,Clamperl,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",367,Huntail,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",368,Gorebyss,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",369,Relicanth,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",370,Luvdisc,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",371,Bagon,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",372,Shelgon,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",373,Salamence,,,
HOME,373,Salamence,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",374,Beldum,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",375,Metang,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",376,Metagross,,UNKNOWN,
HOME,376,Metagross,Mega,UNKNOWN,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",377,Regirock,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",378,Regice,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",379,Registeel,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",380,Latias,,FEMALE,
HOME,380,Latias,Mega,FEMALE,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",381,Latios,,MALE,
HOME,381,Latios,Mega,MALE,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",382,Kyogre,,UNKNOWN,
HOME,382,Kyogre,Primal,UNKNOWN,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",383,Groudon,,UNKNOWN,
HOME,383,Groudon,Primal,UNKNOWN,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",384,Rayquaza,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",384,Rayquaza,Dragon Ascent;0;,UNKNOWN,
HOME,384,Rayquaza,Mega,UNKNOWN,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",385,Jirachi,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",386,Deoxys,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",386,Deoxys,Attack,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",386,Deoxys,Defense,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",386,Deoxys,Speed,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",387,Turtwig,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",388,Grotle,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",389,Torterra,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",390,Chimchar,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",391,Monferno,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",392,Infernape,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",393,Piplup,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",394,Prinplup,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",395,Empoleon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",396,Starly,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",397,Staravia,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",398,Staraptor,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",399,Bidoof,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",400,Bibarel,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",401,Kricketot,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",402,Kricketune,,,
ALL,403,Shinx,,,
ALL,404,Luxio,,,
ALL,405,Luxray,,,
ALL,406,Budew,,,
ALL,407,Roserade,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",408,Cranidos,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",409,Rampardos,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",410,Shieldon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",411,Bastiodon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",412,Burmy,Plant Cloak,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",412,Burmy,Sandy Cloak,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",412,Burmy,Trash Cloak,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",413,Wormadam,Plant Cloak,FEMALE,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",413,Wormadam,Sandy Cloak,FEMALE,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",413,Wormadam,Trash Cloak,FEMALE,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",414,Mothim,,MALE,
ALL,415,Combee,,,
ALL,416,Vespiquen,,FEMALE,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",417,Pachirisu,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",418,Buizel,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",419,Floatzel,,,
ALL,420,Cherubi,,,
ALL,421,Cherrim,Overcast,,
ALL,421,Cherrim,Sunshine,,NOTRANSFER
ALL,422,Shellos,West Sea,,
ALL,422,Shellos,East Sea,,
ALL,423,Gastrodon,West Sea,,
ALL,423,Gastrodon,East Sea,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",424,Ambipom,,,
ALL,425,Drifloon,,,
ALL,426,Drifblim,,,
ALL,427,Buneary,,,
ALL,428,Lopunny,,,
HOME,428,Lopunny,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",429,Mismagius,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",430,Honchkrow,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",431,Glameow,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",432,Purugly,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",433,Chingling,,,
ALL,434,Stunky,,,
ALL,435,Skuntank,,,
ALL,436,Bronzor,,UNKNOWN,
ALL,437,Bronzong,,UNKNOWN,
ALL,438,Bonsly,,,
ALL,439,Mime Jr.,,,
ALL,440,Happiny,,FEMALE,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",441,Chatot,,,
ALL,442,Spiritomb,,,
ALL,443,Gible,,,
ALL,444,Gabite,,,
ALL,445,Garchomp,,,
HOME,445,Garchomp,Mega,,NOTRANSFER
ALL,446,Munchlax,,,
ALL,447,Riolu,,,
ALL,448,Lucario,,,
HOME,448,Lucario,Mega,,NOTRANSFER
ALL,449,Hippopotas,,,
ALL,450,Hippowdon,,,
ALL,451,Skorupi,,,
ALL,452,Drapion,,,
ALL,453,Croagunk,,,
ALL,454,Toxicroak,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",455,Carnivine,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",456,Finneon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",457,Lumineon,,,
ALL,458,Mantyke,,,
ALL,459,Snover,,,
ALL,460,Abomasnow,,,
HOME,460,Abomasnow,Mega,,NOTRANSFER
ALL,461,Weavile,,,
ALL,462,Magnezone,,UNKNOWN,
ALL,463,Lickilicky,,,
ALL,464,Rhyperior,,,
ALL,465,Tangrowth,,,
ALL,466,Electivire,,,
ALL,467,Magmortar,,,
ALL,468,Togekiss,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",469,Yanmega,,,
ALL,470,Leafeon,,,
ALL,471,Glaceon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",472,Gliscor,,,
ALL,473,Mamoswine,,,
ALL,474,Porygon-Z,,UNKNOWN,
ALL,475,Gallade,,MALE,
HOME,475,Gallade,Mega,MALE,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",476,Probopass,,,
ALL,477,Dusknoir,,,
ALL,478,Froslass,,FEMALE,
ALL,479,Rotom,,UNKNOWN,
ALL,479,Rotom,Heat,UNKNOWN,
ALL,479,Rotom,Wash,UNKNOWN,
ALL,479,Rotom,Frost,UNKNOWN,
ALL,479,Rotom,Fan,UNKNOWN,
ALL,479,Rotom,Mow,UNKNOWN,
ALL,480,Uxie,,UNKNOWN,
ALL,481,Mesprit,,UNKNOWN,
ALL,482,Azelf,,UNKNOWN,
ALL,483,Dialga,,UNKNOWN,
"LEGENDSARCEUS,HOME",483,Dialga,Origin,UNKNOWN,
ALL,484,Palkia,,UNKNOWN,
"LEGENDSARCEUS,HOME",484,Palkia,Origin,UNKNOWN,
ALL,485,Heatran,,,
ALL,486,Regigigas,,UNKNOWN,
ALL,487,Giratina,Altered,UNKNOWN,
ALL,487,Giratina,Origin,UNKNOWN,
ALL,488,Cresselia,,FEMALE,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",489,Phione,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",490,Manaphy,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",491,Darkrai,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",492,Shaymin,Land,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",492,Shaymin,Sky,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Bug,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Dark,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Dragon,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Electric,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Fighting,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Fire,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Flying,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Ghost,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Grass,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Ground,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Ice,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Poison,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Psychic,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Rock,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Steel,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Water,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",493,Arceus,Fairy,UNKNOWN,
"SWORD,SHIELD,HOME",494,Victini,,UNKNOWN,
HOME,495,Snivy,,,
HOME,496,Servine,,,
HOME,497,Serperior,,,
HOME,498,Tepig,,,
HOME,499,Pignite,,,
HOME,500,Emboar,,,
"LEGENDSARCEUS,HOME",501,Oshawott,,,
"LEGENDSARCEUS,HOME",502,Dewott,,,
HOME,503,Samurott,,,
"LEGENDSARCEUS,HOME",503,Samurott,Hisuian,,
HOME,504,Patrat,,,
HOME,505,Watchog,,,
"SWORD,SHIELD,HOME",506,Lillipup,,,
"SWORD,SHIELD,HOME",507,Herdier,,,
"SWORD,SHIELD,HOME",508,Stoutland,,,
"SWORD,SHIELD,HOME",509,Purrloin,,,
"SWORD,SHIELD,HOME",510,Liepard,,,
HOME,511,Pansage,,,
HOME,512,Simisage,,,
HOME,513,Pansear,,,
HOME,514,Simisear,,,
HOME,515,Panpour,,,
HOME,516,Simipour,,,
"SWORD,SHIELD,HOME",517,Munna,,,
"SWORD,SHIELD,HOME",518,Musharna,,,
"SWORD,SHIELD,HOME",519,Pidove,,,
"SWORD,SHIELD,HOME",520,Tranquill,,,
"SWORD,SHIELD,HOME",521,Unfezant,,,
HOME,522,Blitzle,,,
HOME,523,Zebstrika,,,
"SWORD,SHIELD,HOME",524,Roggenrola,,,
"SWORD,SHIELD,HOME",525,Boldore,,,
"SWORD,SHIELD,HOME",526,Gigalith,,,
"SWORD,SHIELD,HOME",527,Woobat,,,
"SWORD,SHIELD,HOME",528,Swoobat,,,
"SWORD,SHIELD,HOME",529,Drilbur,,,
"SWORD,SHIELD,HOME",530,Excadrill,,,
"SWORD,SHIELD,HOME",531,Audino,,,
HOME,531,Audino,Mega,,NOTRANSFER
"SWORD,SHIELD,HOME",532,Timburr,,,
"SWORD,SHIELD,HOME",533,Gurdurr,,,
"SWORD,SHIELD,HOME",534,Conkeldurr,,,
"SWORD,SHIELD,HOME",535,Tympole,,,
"SWORD,SHIELD,HOME",536,Palpitoad,,,
"SWORD,SHIELD,HOME",537,Seismitoad,,,
"SWORD,SHIELD,HOME",538,Throh,,MALE,
"SWORD,SHIELD,HOME",539,Sawk,,MALE,
HOME,540,Sewaddle,,,
HOME,541,Swadloon,,,
HOME,542,Leavanny,,,
"SWORD,SHIELD,HOME",543,Venipede,,,
"SWORD,SHIELD,HOME",544,Whirlipede,,,
"SWORD,SHIELD,HOME",545,Scolipede,,,
"SWORD,SHIELD,HOME",546,Cottonee,,,
"SWORD,SHIELD,HOME",547,Whimsicott,,,
"SWORD,SHIELD,LEGENDSARCEUS,HOME",548,Petilil,,FEMALE,
"SWORD,SHIELD,HOME",549,Lilligant,,FEMALE,
"LEGENDSARCEUS,HOME",549,Lilligant,Hisuian,FEMALE,
"SWORD,SHIELD,HOME",550,Basculin,Red-Striped,,
"SWORD,SHIELD,HOME",550,Basculin,Blue-Striped,,
"LEGENDSARCEUS,HOME",550,Basculin,White-Striped,,
"SWORD,SHIELD,HOME",551,Sandile,,,
"SWORD,SHIELD,HOME",552,Krokorok,,,
"SWORD,SHIELD,HOME",553,Krookodile,,,
"SWORD,SHIELD,HOME",554,Darumaka,,,
"SWORD,SHIELD,HOME",554,Darumaka,Galarian,,
"SWORD,SHIELD,HOME",555,Darmanitan,,,
"SWORD,SHIELD,HOME",555,Darmanitan,Zen,,NOTRANSFER
"SWORD,SHIELD,HOME",555,Darmanitan,Galarian,,
"SWORD,SHIELD,HOME",555,Darmanitan,Galarian Zen,,NOTRANSFER
"SWORD,SHIELD,HOME",556,Maractus,,,
