GAME,REQUIRED,FORM
HOME,Alcremie_Lemon Cream/Ribbon,Alcremie_Lemon Cream/Star
HOME,Alcremie_Lemon Cream/Ribbon,Alcremie_Lemon Cream/Clover
HOME,Alcremie_Lemon Cream/Ribbon,Alcremie_Lemon Cream/Flower
HOME,Alcremie_Salted Cream/Strawberry,Alcremie_Salted Cream/Berry
HOME,Alcremie_Salted Cream/Strawberry,Alcremie_Salted Cream/Love
HOME,Alcremie_Salted Cream/Strawberry,Alcremie_Salted Cream/Star
HOME,Alcremie_Salted Cream/Strawberry,Alcremie_Salted Cream/Clover
HOME,Alcremie_Salted Cream/Strawberry,Alcremie_Salted Cream/Flower
HOME,Alcremie_Salted Cream/Strawberry,Alcremie_Salted Cream/Ribbon
HOME,Alcremie_Salted Cream/Berry,Alcremie_Salted Cream/Strawberry
HOME,Alcremie_Salted Cream/Berry,Alcremie_Salted Cream/Love
HOME,Alcremie_Salted Cream/Berry,Alcremie_Salted Cream/Star
HOME,Alcremie_Salted Cream/Berry,Alcremie_Salted Cream/Clover
HOME,Alcremie_Salted Cream/Berry,Alcremie_Salted Cream/Flower
HOME,Alcremie_Salted Cream/Berry,Alcremie_Salted Cream/Ribbon
HOME,Alcremie_Salted Cream/Love,Alcremie_Salted Cream/Strawberry
HOME,Alcremie_Salted Cream/Love,Alcremie_Salted Cream/Berry
HOME,Alcremie_Salted Cream/Love,Alcremie_Salted Cream/Star
HOME,Alcremie_Salted Cream/Love,Alcremie_Salted Cream/Clover
HOME,Alcremie_Salted Cream/Love,Alcremie_Salted Cream/Flower
HOME,Alcremie_Salted Cream/Love,Alcremie_Salted Cream/Ribbon
HOME,Alcremie_Salted Cream/Star,Alcremie_Salted Cream/Strawberry
HOME,Alcremie_Salted Cream/Star,Alcremie_Salted Cream/Berry
HOME,Alcremie_Salted Cream/Star,Alcremie_Salted Cream/Love
HOME,Alcremie_Salted Cream/Star,Alcremie_Salted Cream/Clover
HOME,Alcremie_Salted Cream/Star,Alcremie_Salted Cream/Flower
HOME,Alcremie_Salted Cream/Star,Alcremie_Salted Cream/Ribbon
HOME,Alcremie_Salted Cream/Clover,Alcremie_Salted Cream/Strawberry
HOME,Alcremie_Salted Cream/Clover,Alcremie_Salted Cream/Berry
HOME,Alcremie_Salted Cream/Clover,Alcremie_Salted Cream/Love
HOME,Alcremie_Salted Cream/Clover,Alcremie_Salted Cream/Star
HOME,Alcremie_Salted Cream/Clover,Alcremie_Salted Cream/Flower
HOME,Alcremie_Salted Cream/Clover,Alcremie_Salted Cream/Ribbon
HOME,Alcremie_Salted Cream/Flower,Alcremie_Salted Cream/Strawberry
HOME,Alcremie_Salted Cream/Flower,Alcremie_Salted Cream/Berry
HOME,Alcremie_Salted Cream/Flower,Alcremie_Salted Cream/Love
HOME,Alcremie_Salted Cream/Flower,Alcremie_Salted Cream/Star
HOME,Alcremie_Salted Cream/Flower,Alcremie_Salted Cream/Clover
HOME,Alcremie_Salted Cream/Flower,Alcremie_Salted Cream/Ribbon
HOME,Alcremie_Salted Cream/Ribbon,Alcremie_Salted Cream/Strawberry
HOME,Alcremie_Salted Cream/Ribbon,Alcremie_Salted Cream/Berry
HOME,Alcremie_Salted Cream/Ribbon,Alcremie_Salted Cream/Love
HOME,Alcremie_Salted Cream/Ribbon,Alcremie_Salted Cream/Star
HOME,Alcremie_Salted Cream/Ribbon,Alcremie_Salted Cream/Clover
HOME,Alcremie_Salted Cream/Ribbon,Alcremie_Salted Cream/Flower
HOME,Alcremie_Ruby Swirl/Strawberry,Alcremie_Ruby Swirl/Berry
HOME,Alcremie_Ruby Swirl/Strawberry,Alcremie_Ruby Swirl/Love
HOME,Alcremie_Ruby Swirl/Strawberry,Alcremie_Ruby Swirl/Star
HOME,Alcremie_Ruby Swirl/Strawberry,Alcremie_Ruby Swirl/Clover
HOME,Alcremie_Ruby Swirl/Strawberry,Alcremie_Ruby Swirl/Flower
HOME,Alcremie_Ruby Swirl/Strawberry,Alcremie_Ruby Swirl/Ribbon
HOME,Alcremie_Ruby Swirl/Berry,Alcremie_Ruby Swirl/Strawberry
HOME,Alcremie_Ruby Swirl/Berry,Alcremie_Ruby Swirl/Love
HOME,Alcremie_Ruby Swirl/Berry,Alcremie_Ruby Swirl/Star
HOME,Alcremie_Ruby Swirl/Berry,Alcremie_Ruby Swirl/Clover
HOME,Alcremie_Ruby Swirl/Berry,Alcremie_Ruby Swirl/Flower
HOME,Alcremie_Ruby Swirl/Berry,Alcremie_Ruby Swirl/Ribbon
HOME,Alcremie_Ruby Swirl/Love,Alcremie_Ruby Swirl/Strawberry
HOME,Alcremie_Ruby Swirl/Love,Alcremie_Ruby Swirl/Berry
HOME,Alcremie_Ruby Swirl/Love,Alcremie_Ruby Swirl/Star
HOME,Alcremie_Ruby Swirl/Love,Alcremie_Ruby Swirl/Clover
HOME,Alcremie_Ruby Swirl/Love,Alcremie_Ruby Swirl/Flower
HOME,Alcremie_Ruby Swirl/Love,Alcremie_Ruby Swirl/Ribbon
HOME,Alcremie_Ruby Swirl/Star,Alcremie_Ruby Swirl/Strawberry
HOME,Alcremie_Ruby Swirl/Star,Alcremie_Ruby Swirl/Berry
HOME,Alcremie_Ruby Swirl/Star,Alcremie_Ruby Swirl/Love
HOME,Alcremie_Ruby Swirl/Star,Alcremie_Ruby Swirl/Clover
HOME,Alcremie_Ruby Swirl/Star,Alcremie_Ruby Swirl/Flower
HOME,Alcremie_Ruby Swirl/Star,Alcremie_Ruby Swirl/Ribbon
HOME,Alcremie_Ruby Swirl/Clover,Alcremie_Ruby Swirl/Strawberry
HOME,Alcremie_Ruby Swirl/Clover,Alcremie_Ruby Swirl/Berry
HOME,Alcremie_Ruby Swirl/Clover,Alcremie_Ruby Swirl/Love
HOME,Alcremie_Ruby Swirl/Clover,Alcremie_Ruby Swirl/Star
HOME,Alcremie_Ruby Swirl/Clover,Alcremie_Ruby Swirl/Flower
HOME,Alcremie_Ruby Swirl/Clover,Alcremie_Ruby Swirl/Ribbon
HOME,Alcremie_Ruby Swirl/Flower,Alcremie_Ruby Swirl/Strawberry
HOME,Alcremie_Ruby Swirl/Flower,Alcremie_Ruby Swirl/Berry
HOME,Alcremie_Ruby Swirl/Flower,Alcremie_Ruby Swirl/Love
HOME,Alcremie_Ruby Swirl/Flower,Alcremie_Ruby Swirl/Star
HOME,Alcremie_Ruby Swirl/Flower,Alcremie_Ruby Swirl/Clover
HOME,Alcremie_Ruby Swirl/Flower,Alcremie_Ruby Swirl/Ribbon
HOME,Alcremie_Ruby Swirl/Ribbon,Alcremie_Ruby Swirl/Strawberry
HOME,Alcremie_Ruby Swirl/Ribbon,Alcremie_Ruby Swirl/Berry
HOME,Alcremie_Ruby Swirl/Ribbon,Alcremie_Ruby Swirl/Love
HOME,Alcremie_Ruby Swirl/Ribbon,Alcremie_Ruby Swirl/Star
HOME,Alcremie_Ruby Swirl/Ribbon,Alcremie_Ruby Swirl/Clover
HOME,Alcremie_Ruby Swirl/Ribbon,Alcremie_Ruby Swirl/Flower
HOME,Alcremie_Caramel Swirl/Strawberry,Alcremie_Caramel Swirl/Berry
HOME,Alcremie_Caramel Swirl/Strawberry,Alcremie_Caramel Swirl/Love
HOME,Alcremie_Caramel Swirl/Strawberry,Alcremie_Caramel Swirl/Star
HOME,Alcremie_Caramel Swirl/Strawberry,Alcremie_Caramel Swirl/Clover
HOME,Alcremie_Caramel Swirl/Strawberry,Alcremie_Caramel Swirl/Flower
HOME,Alcremie_Caramel Swirl/Strawberry,Alcremie_Caramel Swirl/Ribbon
HOME,Alcremie_Caramel Swirl/Berry,Alcremie_Caramel Swirl/Strawberry
HOME,Alcremie_Caramel Swirl/Berry,Alcremie_Caramel Swirl/Love
HOME,Alcremie_Caramel Swirl/Berry,Alcremie_Caramel Swirl/Star
HOME,Alcremie_Caramel Swirl/Berry,Alcremie_Caramel Swirl/Clover
HOME,Alcremie_Caramel Swirl/Berry,Alcremie_Caramel Swirl/Flower
HOME,Alcremie_Caramel Swirl/Berry,Alcremie_Caramel Swirl/Ribbon
HOME,Alcremie_Caramel Swirl/Love,Alcremie_Caramel Swirl/Strawberry
HOME,Alcremie_Caramel Swirl/Love,Alcremie_Caramel Swirl/Berry
HOME,Alcremie_Caramel Swirl/Love,Alcremie_Caramel Swirl/Star
HOME,Alcremie_Caramel Swirl/Love,Alcremie_Caramel Swirl/Clover
HOME,Alcremie_Caramel Swirl/Love,Alcremie_Caramel Swirl/Flower
HOME,Alcremie_Caramel Swirl/Love,Alcremie_Caramel Swirl/Ribbon
HOME,Alcremie_Caramel Swirl/Star,Alcremie_Caramel Swirl/Strawberry
HOME,Alcremie_Caramel Swirl/Star,Alcremie_Caramel Swirl/Berry
HOME,Alcremie_Caramel Swirl/Star,Alcremie_Caramel Swirl/Love
HOME,Alcremie_Caramel Swirl/Star,Alcremie_Caramel Swirl/Clover
HOME,Alcremie_Caramel Swirl/Star,Alcremie_Caramel Swirl/Flower
HOME,Alcremie_Caramel Swirl/Star,Alcremie_Caramel Swirl/Ribbon
HOME,Alcremie_Caramel Swirl/Clover,Alcremie_Caramel Swirl/Strawberry
HOME,Alcremie_Caramel Swirl/Clover,Alcremie_Caramel Swirl/Berry
HOME,Alcremie_Caramel Swirl/Clover,Alcremie_Caramel Swirl/Love
HOME,Alcremie_Caramel Swirl/Clover,Alcremie_Caramel Swirl/Star
HOME,Alcremie_Caramel Swirl/Clover,Alcremie_Caramel Swirl/Flower
HOME,Alcremie_Caramel Swirl/Clover,Alcremie_Caramel Swirl/Ribbon
HOME,Alcremie_Caramel Swirl/Flower,Alcremie_Caramel Swirl/Strawberry
HOME,Alcremie_Caramel Swirl/Flower,Alcremie_Caramel Swirl/Berry
HOME,Alcremie_Caramel Swirl/Flower,Alcremie_Caramel Swirl/Love
HOME,Alcremie_Caramel Swirl/Flower,Alcremie_Caramel Swirl/Star
HOME,Alcremie_Caramel Swirl/Flower,Alcremie_Caramel Swirl/Clover
HOME,Alcremie_Caramel Swirl/Flower,Alcremie_Caramel Swirl/Ribbon
HOME,Alcremie_Caramel Swirl/Ribbon,Alcremie_Caramel Swirl/Strawberry
HOME,Alcremie_Caramel Swirl/Ribbon,Alcremie_Caramel Swirl/Berry
HOME,Alcremie_Caramel Swirl/Ribbon,Alcremie_Caramel Swirl/Love
HOME,Alcremie_Caramel Swirl/Ribbon,Alcremie_Caramel Swirl/Star
HOME,Alcremie_Caramel Swirl/Ribbon,Alcremie_Caramel Swirl/Clover
HOME,Alcremie_Caramel Swirl/Ribbon,Alcremie_Caramel Swirl/Flower
HOME,Alcremie_Rainbow Swirl/Strawberry,Alcremie_Rainbow Swirl/Berry
HOME,Alcremie_Rainbow Swirl/Strawberry,Alcremie_Rainbow Swirl/Love
HOME,Alcremie_Rainbow Swirl/Strawberry,Alcremie_Rainbow Swirl/Star
HOME,Alcremie_Rainbow Swirl/Strawberry,Alcremie_Rainbow Swirl/Clover
HOME,Alcremie_Rainbow Swirl/Strawberry,Alcremie_Rainbow Swirl/Flower
HOME,Alcremie_Rainbow Swirl/Strawberry,Alcremie_Rainbow Swirl/Ribbon
HOME,Alcremie_Rainbow Swirl/Berry,Alcremie_Rainbow Swirl/Strawberry
HOME,Alcremie_Rainbow Swirl/Berry,Alcremie_Rainbow Swirl/Love
HOME,Alcremie_Rainbow Swirl/Berry,Alcremie_Rainbow Swirl/Star
HOME,Alcremie_Rainbow Swirl/Berry,Alcremie_Rainbow Swirl/Clover
HOME,Alcremie_Rainbow Swirl/Berry,Alcremie_Rainbow Swirl/Flower
HOME,Alcremie_Rainbow Swirl/Berry,Alcremie_Rainbow Swirl/Ribbon
HOME,Alcremie_Rainbow Swirl/Love,Alcremie_Rainbow Swirl/Strawberry
HOME,Alcremie_Rainbow Swirl/Love,Alcremie_Rainbow Swirl/Berry
HOME,Alcremie_Rainbow Swirl/Love,Alcremie_Rainbow Swirl/Star
HOME,Alcremie_Rainbow Swirl/Love,Alcremie_Rainbow Swirl/Clover
HOME,Alcremie_Rainbow Swirl/Love,Alcremie_Rainbow Swirl/Flower
HOME,Alcremie_Rainbow Swirl/Love,Alcremie_Rainbow Swirl/Ribbon
HOME,Alcremie_Rainbow Swirl/Star,Alcremie_Rainbow Swirl/Strawberry
HOME,Alcremie_Rainbow Swirl/Star,Alcremie_Rainbow Swirl/Berry
HOME,Alcremie_Rainbow Swirl/Star,Alcremie_Rainbow Swirl/Love
HOME,Alcremie_Rainbow Swirl/Star,Alcremie_Rainbow Swirl/Clover
HOME,Alcremie_Rainbow Swirl/Star,Alcremie_Rainbow Swirl/Flower
HOME,Alcremie_Rainbow Swirl/Star,Alcremie_Rainbow Swirl/Ribbon
HOME,Alcremie_Rainbow Swirl/Clover,Alcremie_Rainbow Swirl/Strawberry
HOME,Alcremie_Rainbow Swirl/Clover,Alcremie_Rainbow Swirl/Berry
HOME,Alcremie_Rainbow Swirl/Clover,Alcremie_Rainbow Swirl/Love
HOME,Alcremie_Rainbow Swirl/Clover,Alcremie_Rainbow Swirl/Star
HOME,Alcremie_Rainbow Swirl/Clover,Alcremie_Rainbow Swirl/Flower
HOME,Alcremie_Rainbow Swirl/Clover,Alcremie_Rainbow Swirl/Ribbon
HOME,Alcremie_Rainbow Swirl/Flower,Alcremie_Rainbow Swirl/Strawberry
HOME,Alcremie_Rainbow Swirl/Flower,Alcremie_Rainbow Swirl/Berry
HOME,Alcremie_Rainbow Swirl/Flower,Alcremie_Rainbow Swirl/Love
HOME,Alcremie_Rainbow Swirl/Flower,Alcremie_Rainbow Swirl/Star
HOME,Alcremie_Rainbow Swirl/Flower,Alcremie_Rainbow Swirl/Clover
HOME,Alcremie_Rainbow Swirl/Flower,Alcremie_Rainbow Swirl/Ribbon
HOME,Alcremie_Rainbow Swirl/Ribbon,Alcremie_Rainbow Swirl/Strawberry
HOME,Alcremie_Rainbow Swirl/Ribbon,Alcremie_Rainbow Swirl/Berry
HOME,Alcremie_Rainbow Swirl/Ribbon,Alcremie_Rainbow Swirl/Love
HOME,Alcremie_Rainbow Swirl/Ribbon,Alcremie_Rainbow Swirl/Star
HOME,Alcremie_Rainbow Swirl/Ribbon,Alcremie_Rainbow Swirl/Clover
HOME,Alcremie_Rainbow Swirl/Ribbon,Alcremie_Rainbow Swirl/Flower
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Vanilla Cream/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Cream/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Matcha Cream/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Mint Cream/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Lemon Cream/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Salted Cream/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Ruby Swirl/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Caramel Swirl/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Strawberry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Berry_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Love_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Star_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Clover_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Flower_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Alcremie_Rainbow Swirl/Ribbon_GMAX,Alcremie_Gigantamax
"SWORD,SHIELD,HOME",Eiscue_Ice Face,Eiscue_Noice Face
"SWORD,SHIELD,HOME",Morpeko_Full Belly,Morpeko_Hangry
"SWORD,SHIELD,HOME",Copperajah_GMAX,Copperajah_Gigantamax
"SWORD,SHIELD,HOME",Duraludon_GMAX,Duraludon_Gigantamax
"SWORD,SHIELD","Zacian_Hero of Many Battles,Rusted Sword",Zacian_Crowned Sword
HOME,Zacian_Hero of Many Battles,Zacian_Crowned Sword
"SWORD,SHIELD","Zamazenta_Hero of Many Battles,Rusted Shield",Zamazenta_Crowned Shield
HOME,Zamazenta_Hero of Many Battles,Zamazenta_Crowned Shield
"SWORD,SHIELD,HOME",Urshifu_Single Strike_GMAX,Urshifu_Single Strike Gigantamax
"SWORD,SHIELD,HOME",Urshifu_Rapid Strike_GMAX,Urshifu_Rapid Strike Gigantamax
"SWORD,SHIELD","Glastrier,Calyrex,Reins of Unity",Calyrex_Ice Rider
HOME,"Glastrier,Calyrex",Calyrex_Ice Rider
"SWORD,SHIELD","Spectrier,Calyrex,Reins of Unity",Calyrex_Shadow Rider
HOME,"Spectrier,Calyrex",Calyrex_Shadow Rider
