GAME,PARENT,CHILD,ITEM
"SWORD,SHIELD",Liepard,Purrloin,
NONE,Pansage,Pansage,
NONE,Simisage,Pansage,
NONE,Pansear,Pansear,
NONE,Simisear,Pansear,
NONE,Panpour,Panpour,
NONE,Simipour,Panpour,
"SWORD,SHIELD",Munna,Munna,
"SWORD,SHIELD",Musharna,Munna,
"SWORD,SHIELD",Pidove,Pidove,
"SWORD,SHIELD",Tranquill,Pidove,
"SWORD,SHIELD",Unfezant,Pidove,
NONE,Blitzle,Blitzle,
NONE,Zebstrika,Blitzle,
"SWORD,SHIELD",Roggenrola,Roggenrola,
"SWORD,SHIELD",Boldore,Roggenrola,
"SWORD,SHIELD",Gigalith,Roggenrola,
"SWORD,SHIELD",Woobat,Woobat,
"SWORD,SHIELD",Swoobat,Woobat,
"SWORD,SHIELD",Drilbur,Drilbur,
"SWORD,SHIELD",Excadrill,Drilbur,
"SWORD,SHIELD",Audino,Audino,
"SWORD,SHIELD",Timburr,Timburr,
"SWORD,SHIELD",Gurdurr,Timburr,
"SWORD,SHIELD",Conkeldurr,Timburr,
"SWORD,SHIELD",Tympole,Tympole,
"SWORD,SHIELD",Palpitoad,Tympole,
"SWORD,SHIELD",Seismitoad,Tympole,
"SWORD,SHIELD",Throh,Throh,
"SWORD,SHIELD",Sawk,Sawk,
NONE,Sewaddle,Sewaddle,
NONE,Swadloon,Sewaddle,
NONE,Leavanny,Sewaddle,
"SWORD,SHIELD",Venipede,Venipede,
"SWORD,SHIELD",Whirlipede,Venipede,
"SWORD,SHIELD",Scolipede,Venipede,
"SWORD,SHIELD",Cottonee,Cottonee,
"SWORD,SHIELD",Whimsicott,Cottonee,
"SWORD,SHIELD",Petilil,Petilil,
"SWORD,SHIELD",Lilligant,Petilil,
"SWORD,SHIELD",Basculin_Red-Striped,Basculin_Red-Striped,
"SWORD,SHIELD",Basculin_Blue-Striped,Basculin_Blue-Striped,
"SWORD,SHIELD",Sandile,Sandile,
"SWORD,SHIELD",Krokorok,Sandile,
"SWORD,SHIELD",Krookodile,Sandile,
"SWORD,SHIELD",Darumaka,Darumaka,Everstone
"SWORD,SHIELD",Darumaka,Darumaka_Galarian,
"SWORD,SHIELD",Darumaka_ZENMODE,Darumaka_ZENMODE,Everstone
"SWORD,SHIELD",Darumaka_ZENMODE,Darumaka_Galarian_ZENMODE,
"SWORD,SHIELD",Darumaka_Galarian,Darumaka_Galarian,
"SWORD,SHIELD",Darumaka_Galarian_ZENMODE,Darumaka_Galarian_ZENMODE,
"SWORD,SHIELD",Darmanitan,Darumaka,Everstone
"SWORD,SHIELD",Darmanitan,Darumaka_Galarian,
"SWORD,SHIELD",Darmanitan_ZENMODE,Darumaka_ZENMODE,Everstone
"SWORD,SHIELD",Darmanitan_ZENMODE,Darumaka_Galarian_ZENMODE,
"SWORD,SHIELD",Darmanitan_Galarian,Darumaka_Galarian,
"SWORD,SHIELD",Darmanitan_Galarian_ZENMODE,Darumaka_Galarian_ZENMODE,
"SWORD,SHIELD",Maractus,Maractus,
"SWORD,SHIELD",Dwebble,Dwebble,
"SWORD,SHIELD",Crustle,Dwebble,
"SWORD,SHIELD",Scraggy,Scraggy,
"SWORD,SHIELD",Scrafty,Scraggy,
"SWORD,SHIELD",Sigilyph,Sigilyph,
"SWORD,SHIELD",Yamask,Yamask,Everstone
"SWORD,SHIELD",Yamask,Yamask_Galarian,
"SWORD,SHIELD",Yamask_Galarian,Yamask_Galarian,
"SWORD,SHIELD",Cofagrigus,Yamask,Everstone
"SWORD,SHIELD",Cofagrigus,Yamask_Galarian,
"SWORD,SHIELD",Tirtouga,Tirtouga,
"SWORD,SHIELD",Carracosta,Tirtouga,
"SWORD,SHIELD",Archen,Archen,
"SWORD,SHIELD",Archeops,Archen,
"SWORD,SHIELD",Trubbish,Trubbish,
"SWORD,SHIELD",Garbodor,Trubbish,
"SWORD,SHIELD",Zorua,Zorua,
"SWORD,SHIELD",Zoroark,Zorua,
"SWORD,SHIELD",Minccino,Minccino,
"SWORD,SHIELD",Cinccino,Minccino,
"SWORD,SHIELD",Gothita,Gothita,
"SWORD,SHIELD",Gothorita,Gothita,
"SWORD,SHIELD",Gothitelle,Gothita,
"SWORD,SHIELD",Solosis,Solosis,
"SWORD,SHIELD",Duosion,Solosis,
"SWORD,SHIELD",Reuniclus,Solosis,
NONE,Ducklett,Ducklett,
NONE,Swanna,Ducklett,
"SWORD,SHIELD",Vanillite,Vanillite,
"SWORD,SHIELD",Vanillish,Vanillite,
"SWORD,SHIELD",Vanilluxe,Vanillite,
NONE,Deerling_Spring,Deerling_Spring,
NONE,Deerling_Summer,Deerling_Summer,
NONE,Deerling_Autumn,Deerling_Autumn,
NONE,Deerling_Winter,Deerling_Winter,
NONE,Sawsbuck_Spring,Deerling_Spring,
NONE,Sawsbuck_Summer,Deerling_Summer,
NONE,Sawsbuck_Autumn,Deerling_Autumn,
NONE,Sawsbuck_Winter,Deerling_Winter,
"SWORD,SHIELD",Emolga,Emolga,
"SWORD,SHIELD",Karrablast,Karrablast,
"SWORD,SHIELD",Escavalier,Karrablast,
"SWORD,SHIELD",Foongus,Foongus,
"SWORD,SHIELD",Amoonguss,Foongus,
"SWORD,SHIELD",Frillish,Frillish,
"SWORD,SHIELD",Jellicent,Frillish,
NONE,Alomomola,Alomomola,
"SWORD,SHIELD",Joltik,Joltik,
"SWORD,SHIELD",Galvantula,Joltik,
"SWORD,SHIELD",Ferroseed,Ferroseed,
"SWORD,SHIELD",Ferrothorn,Ferroseed,
"SWORD,SHIELD",Klink,Klink,
"SWORD,SHIELD",Klang,Klink,
"SWORD,SHIELD",Klinklang,Klink,
NONE,Tynamo,Tynamo,
NONE,Eelektrik,Tynamo,
NONE,Eelektross,Tynamo,
"SWORD,SHIELD",Elgyem,Elgyem,
"SWORD,SHIELD",Beheeyem,Elgyem,
"SWORD,SHIELD",Litwick,Litwick,
"SWORD,SHIELD",Lampent,Litwick,
"SWORD,SHIELD",Chandelure,Litwick,
"SWORD,SHIELD",Axew,Axew,
"SWORD,SHIELD",Fraxure,Axew,
"SWORD,SHIELD",Haxorus,Axew,
"SWORD,SHIELD",Cubchoo,Cubchoo,
"SWORD,SHIELD",Beartic,Cubchoo,
"SWORD,SHIELD",Cryogonal,Cryogonal,
"SWORD,SHIELD",Shelmet,Shelmet,
"SWORD,SHIELD",Accelgor,Shelmet,
"SWORD,SHIELD",Stunfisk,Stunfisk,Everstone
"SWORD,SHIELD",Stunfisk,Stunfisk_Galarian,
"SWORD,SHIELD",Stunfisk_Galarian,Stunfisk_Galarian,
"SWORD,SHIELD",Mienfoo,Mienfoo,
"SWORD,SHIELD",Mienshao,Mienfoo,
"SWORD,SHIELD",Druddigon,Druddigon,
"SWORD,SHIELD",Golett,Golett,
"SWORD,SHIELD",Golurk,Golett,
"SWORD,SHIELD",Pawniard,Pawniard,
"SWORD,SHIELD",Bisharp,Pawniard,
"SWORD,SHIELD",Bouffalant,Bouffalant,
"SWORD,SHIELD",Rufflet,Rufflet,
"SWORD,SHIELD",Braviary,Rufflet,
"SWORD,SHIELD",Vullaby,Vullaby,
"SWORD,SHIELD",Mandibuzz,Vullaby,
"SWORD,SHIELD",Heatmor,Heatmor,
"SWORD,SHIELD",Durant,Durant,
"SWORD,SHIELD",Deino,Deino,
"SWORD,SHIELD",Zweilous,Deino,
"SWORD,SHIELD",Hydreigon,Deino,
"SWORD,SHIELD",Larvesta,Larvesta,
"SWORD,SHIELD",Volcarona,Larvesta,
NONE,Chespin,Chespin,
NONE,Quilladin,Chespin,
NONE,Chesnaught,Chespin,
NONE,Fennekin,Fennekin,
NONE,Braixen,Fennekin,
NONE,Delphox,Fennekin,
NONE,Froakie,Froakie,
NONE,Frogadier,Froakie,
NONE,Greninja,Froakie,
"SWORD,SHIELD",Bunnelby,Bunnelby,
"SWORD,SHIELD",Diggersby,Bunnelby,
"SWORD,SHIELD",Fletchling,Fletchling,
"SWORD,SHIELD",Fletchinder,Fletchling,
"SWORD,SHIELD",Talonflame,Fletchling,
NONE,Scatterbug_Archipelago,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Archipelago,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Archipelago,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Archipelago,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Archipelago,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Archipelago,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Archipelago,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Archipelago,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Archipelago,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Archipelago,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Archipelago,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Archipelago,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Archipelago,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Archipelago,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Archipelago,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Archipelago,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Archipelago,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Archipelago,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Continental,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Continental,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Continental,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Continental,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Continental,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Continental,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Continental,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Continental,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Continental,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Continental,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Continental,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Continental,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Continental,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Continental,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Continental,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Continental,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Continental,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Continental,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Elegant,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Elegant,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Elegant,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Elegant,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Elegant,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Elegant,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Elegant,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Elegant,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Elegant,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Elegant,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Elegant,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Elegant,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Elegant,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Elegant,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Elegant,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Elegant,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Elegant,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Elegant,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Garden,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Garden,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Garden,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Garden,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Garden,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Garden,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Garden,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Garden,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Garden,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Garden,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Garden,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Garden,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Garden,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Garden,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Garden,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Garden,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Garden,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Garden,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_High Plains,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_High Plains,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_High Plains,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_High Plains,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_High Plains,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_High Plains,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_High Plains,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_High Plains,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_High Plains,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_High Plains,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_High Plains,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_High Plains,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_High Plains,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_High Plains,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_High Plains,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_High Plains,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_High Plains,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_High Plains,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Icy Snow,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Icy Snow,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Icy Snow,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Icy Snow,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Icy Snow,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Icy Snow,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Icy Snow,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Icy Snow,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Icy Snow,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Icy Snow,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Icy Snow,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Icy Snow,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Icy Snow,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Icy Snow,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Icy Snow,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Icy Snow,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Icy Snow,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Icy Snow,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Jungle,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Jungle,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Jungle,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Jungle,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Jungle,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Jungle,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Jungle,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Jungle,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Jungle,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Jungle,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Jungle,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Jungle,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Jungle,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Jungle,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Jungle,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Jungle,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Jungle,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Jungle,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Marine,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Marine,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Marine,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Marine,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Marine,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Marine,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Marine,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Marine,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Marine,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Marine,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Marine,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Marine,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Marine,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Marine,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Marine,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Marine,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Marine,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Marine,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Meadow,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Meadow,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Meadow,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Meadow,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Meadow,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Meadow,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Meadow,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Meadow,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Meadow,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Meadow,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Meadow,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Meadow,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Meadow,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Meadow,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Meadow,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Meadow,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Meadow,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Meadow,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Modern,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Modern,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Modern,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Modern,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Modern,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Modern,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Modern,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Modern,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Modern,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Modern,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Modern,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Modern,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Modern,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Modern,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Modern,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Modern,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Modern,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Modern,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Monsoon,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Monsoon,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Monsoon,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Monsoon,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Monsoon,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Monsoon,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Monsoon,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Monsoon,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Monsoon,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Monsoon,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Monsoon,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Monsoon,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Monsoon,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Monsoon,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Monsoon,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Monsoon,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Monsoon,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Monsoon,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Ocean,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Ocean,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Ocean,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Ocean,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Ocean,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Ocean,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Ocean,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Ocean,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Ocean,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Ocean,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Ocean,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Ocean,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Ocean,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Ocean,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Ocean,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Ocean,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Ocean,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Ocean,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_Polar,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_Polar,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_Polar,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_Polar,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_Polar,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_Polar,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_Polar,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_Polar,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_Polar,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_Polar,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_Polar,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_Polar,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_Polar,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_Polar,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_Polar,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_Polar,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_Polar,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_Polar,Scatterbug_Tundra,$LOC_TUNDRA
NONE,Scatterbug_River,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
NONE,Scatterbug_River,Scatterbug_Continental,$LOC_CONTINENTAL
NONE,Scatterbug_River,Scatterbug_Elegant,$LOC_ELEGANT
NONE,Scatterbug_River,Scatterbug_Garden,$LOC_GARDEN
NONE,Scatterbug_River,Scatterbug_High Plains,$LOC_HIGHPLAINS
NONE,Scatterbug_River,Scatterbug_Icy Snow,$LOC_ICYSNOW
NONE,Scatterbug_River,Scatterbug_Jungle,$LOC_JUNGLE
NONE,Scatterbug_River,Scatterbug_Marine,$LOC_MARINE
NONE,Scatterbug_River,Scatterbug_Meadow,$LOC_MEADOW
NONE,Scatterbug_River,Scatterbug_Modern,$LOC_MODERN
NONE,Scatterbug_River,Scatterbug_Monsoon,$LOC_MONSOON
NONE,Scatterbug_River,Scatterbug_Ocean,$LOC_OCEAN
NONE,Scatterbug_River,Scatterbug_Polar,$LOC_POLAR
NONE,Scatterbug_River,Scatterbug_River,$LOC_RIVER
NONE,Scatterbug_River,Scatterbug_Sandstorm,$LOC_SANDSTORM
NONE,Scatterbug_River,Scatterbug_Savanna,$LOC_SAVANNA
NONE,Scatterbug_River,Scatterbug_Sun,$LOC_SUN
NONE,Scatterbug_River,Scatterbug_Tundra,$LOC_TUNDRA
