GAME,IDX,SPECIES,FORM,GENDER,TAG
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",349,Feebas,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",350,Milotic,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",351,Castform,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",351,Castform,Sunny,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",351,Castform,Rainy,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",351,Castform,Snowy,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",352,Kecleon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",353,Shuppet,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",354,Banette,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",354,Banette,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",355,Duskull,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",356,Dusclops,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",357,Tropius,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",358,Chimecho,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",359,Absol,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",359,Absol,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",360,Wynaut,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",361,Snorunt,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",362,Glalie,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",362,Glalie,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",363,Spheal,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",364,Sealeo,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",365,Walrein,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",366,Clamperl,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",367,Huntail,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",368,Gorebyss,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",369,Relicanth,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",370,Luvdisc,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",371,Bagon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",372,Shelgon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",373,Salamence,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",373,Salamence,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",374,Beldum,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",375,Metang,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",376,Metagross,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",376,Metagross,Mega,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",377,Regirock,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",378,Regice,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",379,Registeel,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",380,Latias,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",380,Latias,Mega,FEMALE,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",381,Latios,,MALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",381,Latios,Mega,MALE,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",382,Kyogre,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",382,Kyogre,Primal,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",383,Groudon,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",383,Groudon,Primal,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",384,Rayquaza,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",384,Rayquaza,Dragon Ascent;0;,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",384,Rayquaza,Mega,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",385,Jirachi,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",386,Deoxys,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",386,Deoxys,Attack,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",386,Deoxys,Defense,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",386,Deoxys,Speed,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",387,Turtwig,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",388,Grotle,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",389,Torterra,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",390,Chimchar,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",391,Monferno,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",392,Infernape,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",393,Piplup,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",394,Prinplup,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",395,Empoleon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",396,Starly,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",397,Staravia,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",398,Staraptor,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",399,Bidoof,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",400,Bibarel,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",401,Kricketot,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",402,Kricketune,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",403,Shinx,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",404,Luxio,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",405,Luxray,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",406,Budew,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",407,Roserade,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",408,Cranidos,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",409,Rampardos,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",410,Shieldon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",411,Bastiodon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",412,Burmy,Plant Cloak,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",412,Burmy,Sandy Cloak,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",412,Burmy,Trash Cloak,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",413,Wormadam,Plant Cloak,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",413,Wormadam,Sandy Cloak,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",413,Wormadam,Trash Cloak,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",414,Mothim,,MALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",415,Combee,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",416,Vespiquen,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",417,Pachirisu,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",418,Buizel,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",419,Floatzel,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",420,Cherubi,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",421,Cherrim,Overcast,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",421,Cherrim,Sunshine,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",422,Shellos,West Sea,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",422,Shellos,East Sea,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",423,Gastrodon,West Sea,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",423,Gastrodon,East Sea,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",424,Ambipom,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",425,Drifloon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",426,Drifblim,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",427,Buneary,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",428,Lopunny,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",428,Lopunny,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",429,Mismagius,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",430,Honchkrow,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",431,Glameow,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",432,Purugly,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",433,Chingling,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",434,Stunky,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",435,Skuntank,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",436,Bronzor,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",437,Bronzong,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",438,Bonsly,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",439,Mime Jr.,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",440,Happiny,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",441,Chatot,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",442,Spiritomb,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",443,Gible,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",444,Gabite,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",445,Garchomp,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",445,Garchomp,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",446,Munchlax,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",447,Riolu,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",448,Lucario,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",448,Lucario,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",449,Hippopotas,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",450,Hippowdon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",451,Skorupi,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",452,Drapion,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",453,Croagunk,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",454,Toxicroak,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",455,Carnivine,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",456,Finneon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",457,Lumineon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",458,Mantyke,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",459,Snover,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",460,Abomasnow,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",460,Abomasnow,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",461,Weavile,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",462,Magnezone,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",463,Lickilicky,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",464,Rhyperior,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",465,Tangrowth,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",466,Electivire,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",467,Magmortar,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",468,Togekiss,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",469,Yanmega,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",470,Leafeon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",471,Glaceon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",472,Gliscor,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",473,Mamoswine,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",474,Porygon-Z,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",475,Gallade,,MALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",475,Gallade,Mega,MALE,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",476,Probopass,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",477,Dusknoir,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",478,Froslass,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",479,Rotom,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",479,Rotom,Heat,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",479,Rotom,Wash,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",479,Rotom,Frost,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",479,Rotom,Fan,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",479,Rotom,Mow,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",480,Uxie,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",481,Mesprit,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",482,Azelf,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",483,Dialga,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",484,Palkia,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",485,Heatran,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",486,Regigigas,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",487,Giratina,Altered,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",487,Giratina,Origin,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",488,Cresselia,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",489,Phione,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",490,Manaphy,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",491,Darkrai,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",492,Shaymin,Land,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",492,Shaymin,Sky,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Bug,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Dark,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Dragon,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Electric,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Fighting,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Fire,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Flying,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Ghost,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Grass,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Ground,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Ice,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Poison,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Psychic,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Rock,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Steel,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Water,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",493,Arceus,Fairy,UNKNOWN,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",494,Victini,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",495,Snivy,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",496,Servine,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",497,Serperior,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",498,Tepig,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",499,Pignite,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",500,Emboar,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",501,Oshawott,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",502,Dewott,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",503,Samurott,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",504,Patrat,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",505,Watchog,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",506,Lillipup,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",507,Herdier,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",508,Stoutland,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",509,Purrloin,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",510,Liepard,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",511,Pansage,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",512,Simisage,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",513,Pansear,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",514,Simisear,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",515,Panpour,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",516,Simipour,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",517,Munna,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",518,Musharna,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",519,Pidove,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",520,Tranquill,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",521,Unfezant,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",522,Blitzle,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",523,Zebstrika,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",524,Roggenrola,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",525,Boldore,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",526,Gigalith,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",527,Woobat,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",528,Swoobat,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",529,Drilbur,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",530,Excadrill,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",531,Audino,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",531,Audino,Mega,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",532,Timburr,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",533,Gurdurr,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",534,Conkeldurr,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",535,Tympole,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",536,Palpitoad,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",537,Seismitoad,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",538,Throh,,MALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",539,Sawk,,MALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",540,Sewaddle,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",541,Swadloon,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",542,Leavanny,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",543,Venipede,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",544,Whirlipede,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",545,Scolipede,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",546,Cottonee,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",547,Whimsicott,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",548,Petilil,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",549,Lilligant,,FEMALE,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",550,Basculin,Red-Striped,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",550,Basculin,Blue-Striped,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",551,Sandile,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",552,Krokorok,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",553,Krookodile,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",554,Darumaka,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",555,Darmanitan,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",555,Darmanitan,Zen,,NOTRANSFER
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",556,Maractus,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",557,Dwebble,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",558,Crustle,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",559,Scraggy,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",560,Scrafty,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",561,Sigilyph,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",562,Yamask,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",563,Cofagrigus,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",564,Tirtouga,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",565,Carracosta,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",566,Archen,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",567,Archeops,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",568,Trubbish,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",569,Garbodor,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",570,Zorua,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",571,Zoroark,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",572,Minccino,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",573,Cinccino,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",574,Gothita,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",575,Gothorita,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",576,Gothitelle,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",577,Solosis,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",578,Duosion,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",579,Reuniclus,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",580,Ducklett,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",581,Swanna,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",582,Vanillite,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",583,Vanillish,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",584,Vanilluxe,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",585,Deerling,Spring,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",585,Deerling,Summer,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",585,Deerling,Autumn,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",585,Deerling,Winter,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",586,Sawsbuck,Spring,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",586,Sawsbuck,Summer,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",586,Sawsbuck,Autumn,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",586,Sawsbuck,Winter,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",587,Emolga,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",588,Karrablast,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",589,Escavalier,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",590,Foongus,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",591,Amoonguss,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",592,Frillish,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",593,Jellicent,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",594,Alomomola,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",595,Joltik,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",596,Galvantula,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",597,Ferroseed,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",598,Ferrothorn,,,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",599,Klink,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",600,Klang,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",601,Klinklang,,UNKNOWN,
"SUN,MOON,ULTRASUN,ULTRAMOON,BANK",602,Tynamo,,,
